x1,x2,x3,x4,v1,v2,v3,v4,a1,a2,a3,a4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24542441054950903,-0.16005773228188608,-0.05777119229220095,0.08176668535057446
8.69547802195085e-06,-5.005536231591471e-06,-4.224151394535897e-06,4.041675576213751e-06,0.00173909560439017,-0.0010011072463182943,-0.0008448302789071794,0.0008083351152427502,0.10239471032852498,-0.04016371698177276,-0.11119486348923494,0.07990033769797558
2.611849210635842e-05,-1.4368292275411222e-05,-1.4254219868079172e-05,1.5712516561890276e-05,0.001745507212491344,-0.0008714439624456557,-0.0011611834158014754,0.0015258330818925547,-0.1011123887082902,0.06609637375630048,0.047924236110375745,0.06359925563198529
3.659151030440231e-05,-1.835098163567596e-05,-2.2743593766798098e-05,3.117840890046299e-05,0.00034909642711743356,7.490609039270842e-05,-0.0005366913639423097,0.0015673453858219876,-0.1781697683664919,0.12317363681137233,0.07697417426145739,-0.0552967948460987
3.274658403563643e-05,-1.2143850744596575e-05,-2.3195809275290624e-05,4.2237709992707085e-05,-0.001118081680870609,0.0011665200878231683,0.00044624826224380447,0.0006445148326268317,-0.1152658532311166,0.09514916267471968,0.11961375097576546,-0.12926931579293247
2.11847196749971e-05,9.788913883121284e-08,-1.3215618806434243e-05,3.978923098984175e-05,-0.001194291191257257,0.0012818278888623892,0.001549789831527472,-0.0011342106331998986,0.10002395115378698,-0.07208760246687551,0.10109456288096802,-0.22647577737241362
1.5114055848757808e-05,8.322633228187e-06,2.892432287116513e-06,2.003771020329151e-05,-1.9841573990601186e-05,0.00036312092900876844,0.0016718203871826786,-0.00281609352411015,0.1348659722995442,-0.11165378950384863,-0.07668845174992672,-0.10990080080963663
2.0240976019149998e-05,8.427981251841656e-06,1.223628158064105e-05,-1.1240504522573044e-05,0.0010452256080690392,-0.00034205132427783734,0.00019694947152222846,-0.0034395494210627603,0.07814746411238388,-0.029380661153472515,-0.21828573138216328,-0.014790378580885472
3.130087153866054e-05,4.0398304329750104e-06,3.0339312584532088e-06,-4.3216122057750064e-05,0.001166753495833069,-0.0005355788394954919,-0.002037419535959797,-0.002955574085972644,-0.053841886559577945,-0.009324841890058388,-0.22858807011424176,0.11158544559890879
3.812919886975037e-05,-2.4838833640230595e-06,-2.5638354032777674e-05,-6.788087331441665e-05,0.00019891197038489805,-0.000769163919904122,-0.0036970375222863793,-0.0019773761653606742,-0.13972641853005624,-0.037392174191667626,-0.10333552715107475,0.08405413852348512
3.406916978303155e-05,-1.409903593846457e-05,-6.328642945493813e-05,-8.456338214242392e-05,-0.0010109177877286627,-0.0015538665949841799,-0.0038325775621457104,-0.0013591256002407782,-0.10223953309265593,-0.11954836082434395,0.07622751917920856,0.0395959745004941
1.9638526386481052e-05,-3.550081903063443e-05,-9.633341698564248e-05,-9.747627287829085e-05,-0.0018752108915814365,-0.002726490023449793,-0.0027768199439951605,-0.001223452546932608,-0.07061908767789882,-0.11497632486877873,0.13492400445090147,-0.012461363838860068
